"Year","Region","NEP Name","Project Name","Habitat Type","Activity","Restoration Technique","Acres"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C058005005","Agriculture/Ranch Land","Establishment","Planting","23.3"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C042000195","Agriculture/Ranch Land","Establishment","Planting","101.74"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C095000012","Agriculture/Ranch Land","Establishment","Planting","13.4"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Tomlinson","Riparian","-","Land Acquisition","77.95"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Edgecombe-CP33","Agriculture/Ranch Land","Establishment","Easements","50.1"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C033004001A","Riparian","Establishment","Planting","1.5"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C040007290","Agriculture/Ranch Land","Establishment","Easements","21.059"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C052006001T","Agriculture/Ranch Land","Establishment","Easements","12.37"
"2008","Region 4","Albemarle-Pamlico Estuary Program","Roanoke Rapids, City of- Rest/Storm/ Roanoke Tributary Restoration Project","Riparian","Rehabilitation","Stream Channel Rehabilitation","21"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C042000331","Agriculture/Ranch Land","Establishment","Easements","11.488"
"2008","Region 4","Albemarle-Pamlico Estuary Program","Conservation Trust for North Carolina - Acq./ Averette Tracts 1-9, Tar River","Agriculture/Ranch Land","Establishment","Easements","513"
"2008","Region 4","Albemarle-Pamlico Estuary Program","Tar River Land Conservancy - Acq/ Wood Farm Tract, FRPP, Sandy Creek","Agriculture/Ranch Land","Establishment","Easements","314"
"2008","Region 4","Albemarle-Pamlico Estuary Program","Tar River Land Conservancy- Donated Mini/ Perry,Bagwell,Powell Tracts; Tar River","Riparian","Establishment","Easements","67"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Proposed Unique Wetland Designation by EMC Dare County #1","Forested Wetland","-","Other","185"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C046004108","Agriculture/Ranch Land","Establishment","Planting","33.57"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C042005022","Agriculture/Ranch Land","Establishment","Planting","21.1"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Taylor Family #8 (Pappas Farm)","Agriculture/Ranch Land","-","Land Acquisition","28.7"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Granville-CP3","Agriculture/Ranch Land","Establishment","Planting","182.1"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Little Fishing Crk - Odell Hrdwds","Other","-","Land Acquisition","4254.42"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Morton, Martha #1","Forest/Woodland","-","Land Acquisition","100.89"
"2007","Region 4","Albemarle-Pamlico Estuary Program","False Cape State Park / Natural Area Preserve","Tidal Wetland","Enhancement","Prescribed Burn","53"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C058006005","Agriculture/Ranch Land","Establishment","Planting","6.05"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C054005235A","Riparian","Establishment","Planting","1.8"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C095000014","Agriculture/Ranch Land","Establishment","Planting","7.3"
"2007","Region 4","Albemarle-Pamlico Estuary Program","MCAS Cherry Point/Boulia","Forested Wetland","-","Stormwater/Runoff Controls","42.41"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Chub Sandhill Natural Area Preserve","Forest/Woodland","Enhancement","Prescribed Burn","3"
"2009","Region 4","Albemarle-Pamlico Estuary Program","Clinebelle Tract, Beddingfield Creek (Trust for Public Land )","Riparian","-","Land Acquisition","70"
"2009","Region 4","Albemarle-Pamlico Estuary Program","Knap of Reeds LLC. - CWMTF CE Area 2","Riparian","-","Easements","12.8"
"2009","Region 4","Albemarle-Pamlico Estuary Program","C098007229","Riparian","Establishment","Easements","14.47"
"2009","Region 4","Albemarle-Pamlico Estuary Program","Stephenson Tract, Camp Branch (Triangle Land Conservancy)","Riparian","-","Easements","58"
"2009","Region 4","Albemarle-Pamlico Estuary Program","C066007120","Riparian","Establishment","Easements","10.78"
"2009","Region 4","Albemarle-Pamlico Estuary Program","Taylor - Wrenn Farm","Agriculture/Ranch Land","-","Land Acquisition","133.8"
"2009","Region 4","Albemarle-Pamlico Estuary Program","Woodville (Roquist pocosin)","Forested Wetland","-","Land Acquisition","383"
"2009","Region 4","Albemarle-Pamlico Estuary Program","Jane Morton Tract -Tar River (Tar River Land Conservancy)","Riparian","-","Easements","320"
"2009","Region 4","Albemarle-Pamlico Estuary Program","Mill Creek ( Bentonville Battleground) - Civil War Preservation Trust","Riparian","-","Land Acquisition","183"
"2009","Region 4","Albemarle-Pamlico Estuary Program","C040008300","Riparian","Establishment","Easements","4.3"
"2009","Region 4","Albemarle-Pamlico Estuary Program","Walston Farm","Agriculture/Ranch Land","-","Land Acquisition","44.53"
"2009","Region 4","Albemarle-Pamlico Estuary Program","Wake County - Southeast County Park, Middle Creek","Forest/Woodland","Establishment","Land Acquisition","234"
"2009","Region 4","Albemarle-Pamlico Estuary Program","Front Porch Café Rain Garden (Manteo)","Other","Establishment","Stormwater/Runoff Controls",".01"
"2009","Region 4","Albemarle-Pamlico Estuary Program","Averett 2008 Tract","Forest/Woodland","-","Land Acquisition","58.67"
"2009","Region 4","Albemarle-Pamlico Estuary Program","Wilde Tract, Tar River (Tar River Land Conservancy)","Riparian","-","Easements","10.5"
"2009","Region 4","Albemarle-Pamlico Estuary Program","Great Dismal Swamp in Chesapeake, VA (Adjacent Wetland Restoration )","Agriculture/Ranch Land","Enhancement","Planting","966"
"2009","Region 4","Albemarle-Pamlico Estuary Program","C098002131","Riparian","Establishment","Easements","15.9"
"2009","Region 4","Albemarle-Pamlico Estuary Program","C066003069","Riparian","Establishment","Easements","5.1"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C033007427","Agriculture/Ranch Land","Establishment","Easements","10.63"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C054005216","Agriculture/Ranch Land","Establishment","Easements","8.5"
"2008","Region 4","Albemarle-Pamlico Estuary Program","Tar River Land Conservancy- Donated Mini/ Wilde Tract, Tar River","Riparian","Establishment","Easements","10.5"
"2008","Region 4","Albemarle-Pamlico Estuary Program","NC Coastal Land Trust - Acq/ McWilliams Tract, Springer's Point","Riparian","-","Land Acquisition","91"
"2008","Region 4","Albemarle-Pamlico Estuary Program","Crab Hole Oyster Sanctuary","Hard Bottom","Establishment","Reef Construction - Artificial Materials","3.35"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C076006059","Agriculture/Ranch Land","Establishment","Easements","17.3"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C096099001A","Agriculture/Ranch Land","Establishment","Easements",".431"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C058007012","Agriculture/Ranch Land","Establishment","Easements","45.146"
"2008","Region 4","Albemarle-Pamlico Estuary Program","NC Coastal Land Trust - Acq/ Henry Tract, Turnagain Bay, Cherry Point Encroachment","Riparian","Establishment","Easements","3507"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C066003088","Agriculture/Ranch Land","Establishment","Easements","8.228"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Antioch Pines Natural Area Preserve (Zuni Pine Barrens)","Forest/Woodland","Enhancement","Prescribed Burn","60"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Cypress Swamp","Other","-","Land Acquisition","1339"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Young, Helen","Riparian","-","Land Acquisition","71.73"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Wake-CP33","Agriculture/Ranch Land","Establishment","Easements","7.3"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Johson's Landing","Forested Wetland","-","Land Acquisition","1753"
"2007","Region 4","Albemarle-Pamlico Estuary Program","False Cape State Park / Natural Area Preserve","Tidal Wetland","Enhancement","Prescribed Burn","200"
"2008","Region 4","Albemarle-Pamlico Estuary Program","Annual forest tree establishment on previously non-forested areas-Carteret County","Forest/Woodland","Establishment","Planting","165"
"2008","Region 4","Albemarle-Pamlico Estuary Program","Tar River Land Conservancy - Acq/ Thorp Tract, Fox Creek","Riparian","Establishment","Easements","475"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C040005275","Agriculture/Ranch Land","Establishment","Planting","2.9"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C037005177","Agriculture/Ranch Land","Establishment","Planting","9.98"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C046003047","Agriculture/Ranch Land","Establishment","Planting","6.2"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Blackwater Ecological Preserve (Zuni Pine Barrens)","Forest/Woodland","Reestablishment","Prescribed Burn","57"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C054005226","Riparian","Establishment","Planting","6.3"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Neuse-2004B-703","Other","Establishment","Stormwater/Runoff Controls","20"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Neuse-2005B-054","Riparian","-","Land Acquisition","25"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Big Woods","Forest/Woodland","-","Land Acquisition","4905"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C040006275","Agriculture/Ranch Land","Establishment","Planting","6"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C033003100","Agriculture/Ranch Land","Establishment","Easements","8"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C066099062","Agriculture/Ranch Land","Establishment","Easements","21.6"
"2008","Region 4","Albemarle-Pamlico Estuary Program","Durham Soil & Water Conservation District - Rest/ Lake Michie Restoration","Riparian","Rehabilitation","Easements","0"
"2008","Region 4","Albemarle-Pamlico Estuary Program","Tar River Land Conservancy- Donated Mini/ Lynch Creek Farm, Lynch Creek","Riparian","Establishment","Easements","54"
"2008","Region 4","Albemarle-Pamlico Estuary Program","Tar River Land Conservancy- Acq./ Jones Farm, Flatrock Creek","Riparian","-","Land Acquisition","73"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C054006273","Agriculture/Ranch Land","Establishment","Easements","5.884"
"2008","Region 4","Albemarle-Pamlico Estuary Program","Conservation Trust for North Carolina - Acq./ Averette Tracts 10&12, Tar River","Riparian","Establishment","Easements","108"
"2007","Region 4","Albemarle-Pamlico Estuary Program","WRP 66-4532-1-004","Agriculture/Ranch Land","Reestablishment","Planting","112"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C025005078","Agriculture/Ranch Land","Establishment","Planting","46.21"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C095000015","Agriculture/Ranch Land","Establishment","Planting","55.1"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C046003048","Agriculture/Ranch Land","-","Planting","11.1"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C046003001","Agriculture/Ranch Land","-","Planting","44.5"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C054006281","Agriculture/Ranch Land","Establishment","Planting","9.91"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C021003012C","Agriculture/Ranch Land","Establishment","Planting","10.68"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C048006912","Agriculture/Ranch Land","Establishment","Planting","203.74"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Capps Farms Inc. #1","Riparian","-","Land Acquisition","19.8"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C033003101","Agriculture/Ranch Land","Establishment","Easements","40.359"
"2008","Region 4","Albemarle-Pamlico Estuary Program","NC Coastal Land Trust - Acq/ Allen Tract, Everett Creek","Riparian","Establishment","Land Acquisition","168"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C054006247","Agriculture/Ranch Land","Establishment","Planting","27.4"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Franklin-CP33","Agriculture/Ranch Land","Establishment","Easements","56.3"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Little Shocco Creek 1","Other","-","Land Acquisition","161.05"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Chub Sandhill Natural Area Preserve","Forest/Woodland","Reestablishment","Invasives Control/Removal - Vegetation","1"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Johnston-CP1","Agriculture/Ranch Land","Establishment","Planting","12.3"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C033005003","Agriculture/Ranch Land","Establishment","Planting","16.66"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Proposed Unique Wetland Designation by EMC - Carteret County #1","Forested Wetland","-","Other","196.35"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C007006941","Agriculture/Ranch Land","Establishment","Easements","63.27"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C066000012","Agriculture/Ranch Land","Establishment","Easements","5.837"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C095000112","Agriculture/Ranch Land","Establishment","Easements","9.19"
"2008","Region 4","Albemarle-Pamlico Estuary Program","NC Coastal Federation - Rest/ North River Farms Restoration, Ward Creek","Other","Rehabilitation","Rehabilitation/Creation","0"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C094007023","Agriculture/Ranch Land","Establishment","Easements","50.515"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C095000011","Agriculture/Ranch Land","Establishment","Easements","8.566"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C021005007","Agriculture/Ranch Land","Establishment","Easements","23.36"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Durham-CP1","Agriculture/Ranch Land","Establishment","Planting","3"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Pasquotank - 2003A-031","Riparian","-","Land Acquisition","340"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C033003125","Riparian","Establishment","Planting","13.17"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C033003126","Riparian","Establishment","Planting","20.92"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C098003142","Agriculture/Ranch Land","Establishment","Planting","76.77"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Halifax-CP8A","Agriculture/Ranch Land","Establishment","Planting","2.1"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C048005100","Riparian","Establishment","Planting","56.41"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Blackwater Ecological Preserve (Zuni Pine Barrens)","Forest/Woodland","Reestablishment","Prescribed Burn","57"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Odom","Other","-","Land Acquisition","890"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Neuse-2003A-708","Other","Establishment","Other","4"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C007000016","Agriculture/Ranch Land","Establishment","Planting","2.33"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Johnston-CP3A","Agriculture/Ranch Land","Establishment","Planting","54.3"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C058006007","Agriculture/Ranch Land","Establishment","Planting","9.7"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C007004007","Agriculture/Ranch Land","-","Planting","52.49"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C054005258","Agriculture/Ranch Land","Establishment","Planting","25.44"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Granville-CP22","Agriculture/Ranch Land","Establishment","Easements","21.2"
"2007","Region 4","Albemarle-Pamlico Estuary Program","WRP 66-4532-8-009","Agriculture/Ranch Land","Reestablishment","Planting","329"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C007008977","Agriculture/Ranch Land","Establishment","Easements","6.3"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C052008002T","Agriculture/Ranch Land","Establishment","Easements","3.2"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Tar-Pamlico- 2005B-050","Riparian","-","Land Acquisition","198"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C054004198","Riparian","Establishment","Planting","23.37"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Capps Farms Inc. #2","Riparian","-","Land Acquisition","19.84"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Oakley","Riparian","-","Land Acquisition","13.29"
"2007","Region 4","Albemarle-Pamlico Estuary Program","WRP 66-4532-1-008","Agriculture/Ranch Land","Reestablishment","Planting","282"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C046003048","Agriculture/Ranch Land","-","Planting","11.1"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Middle Shocco Creek 2","Other","-","Land Acquisition","287.83"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C064000042","Agriculture/Ranch Land","-","Planting","18.3"
"2007","Region 4","Albemarle-Pamlico Estuary Program","WRP 66-4532-5-003","Agriculture/Ranch Land","-","Land Acquisition","34"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C185005472","Agriculture/Ranch Land","Establishment","Planting","3.03"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Vance-CP3","Agriculture/Ranch Land","Establishment","Planting","333.6"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Nash-CP4D","Agriculture/Ranch Land","Establishment","Planting","1.4"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Lower Shocco - Bluffs","Other","-","Land Acquisition","454.53"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C046004109","Agriculture/Ranch Land","-","Planting","38.58"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C037005166","Riparian","Establishment","Planting","10.8"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Nash-CP3","Agriculture/Ranch Land","Establishment","Planting","10.2"
"2007","Region 4","Albemarle-Pamlico Estuary Program","False Cape State Park / Natural Area Preserve","Tidal Wetland","Enhancement","Prescribed Burn","69"
"2007","Region 4","Albemarle-Pamlico Estuary Program","WRP 66-4532-7-414","Agriculture/Ranch Land","Reestablishment","Planting","90"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C037005160","Agriculture/Ranch Land","Establishment","Planting","43.8"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C048000037","Agriculture/Ranch Land","Establishment","Planting","8.66"
"2007","Region 4","Albemarle-Pamlico Estuary Program","WRP 66-4532-4-009","Agriculture/Ranch Land","-","Land Acquisition","35"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Northwest River Natural Area Preserve","Tidal Wetland","Enhancement","Invasives Control/Removal - Vegetation","5"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C040006281","Riparian","Establishment","Planting","1.75"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C048002005","Agriculture/Ranch Land","Establishment","Planting","32.87"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C046003033","Agriculture/Ranch Land","Establishment","Planting","2.9"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Johnston","Riparian","-","Land Acquisition","64.55"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Wayne-CP22","Agriculture/Ranch Land","Establishment","Easements","43.4"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Antioch Pines Natural Area Preserve (Zuni Pine Barrens)","Forest/Woodland","Enhancement","Invasives Control/Removal - Vegetation","1"
"2007","Region 4","Albemarle-Pamlico Estuary Program","WRP 66-4532-2-006","Agriculture/Ranch Land","Reestablishment","Planting","134"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C048006913","Agriculture/Ranch Land","Establishment","Planting","101.81"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Newell","Agriculture/Ranch Land","-","Land Acquisition","320"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Halifax-CP3","Agriculture/Ranch Land","Establishment","Planting","31.6"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Bunn Middle School Stream RestorationEW07037","Riparian","Enhancement","Stormwater/Runoff Controls","15"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Pre-Construction Monitoring for the New American House: A LID Demo & Eval Project, EW07038","Riparian","Rehabilitation","Erosion Control","11.5"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Johnston-CP33","Agriculture/Ranch Land","Establishment","Easements","1.6"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C033004004","Agriculture/Ranch Land","Establishment","Planting","7.73"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C042000388","Agriculture/Ranch Land","Establishment","Planting","51.02"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C185000010","Agriculture/Ranch Land","Establishment","Planting","38"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C404006282","Riparian","Establishment","Planting","3.66"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C040005266","Agriculture/Ranch Land","-","Planting","1.26"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Little Shocco Creek 2","Other","-","Land Acquisition","350.55"
"2007","Region 4","Albemarle-Pamlico Estuary Program","NOAA Pivers Island beach","Tidal Wetland","Enhancement","Oyster Gardening",".25"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C048004801","Riparian","Establishment","Easements","8.87"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Dendron Swamp Natural Area Preserve","Freshwater Marsh","Enhancement","Invasives Control/Removal - Vegetation","1"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C065001037","Riparian","Establishment","Planting","114.08"
"2007","Region 4","Albemarle-Pamlico Estuary Program","WRP 66-4532-9-007","Agriculture/Ranch Land","Reestablishment","Planting","100"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Franklin-CP3","Agriculture/Ranch Land","Establishment","Planting","135.8"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Tar-Pamlico-2003A-026","Riparian","-","Land Acquisition","126"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Conoconnara Swamp","Other","-","Land Acquisition","3867"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Gupton, Doug","Riparian","-","Land Acquisition","179.95"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C037006179","Agriculture/Ranch Land","Establishment","Planting","9.84"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Jones-CP33","Agriculture/Ranch Land","Establishment","Easements","29"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C040005265","Agriculture/Ranch Land","Establishment","Planting","4.54"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C048000095","Agriculture/Ranch Land","Establishment","Easements","10.2"
"2008","Region 4","Albemarle-Pamlico Estuary Program","Tar River Land Conservancy - Donated Minigrant, Vaughan Tract","Riparian","Establishment","Easements","85"
"2008","Region 4","Albemarle-Pamlico Estuary Program","NC Coastal Land trust - Donated/Mini/ Riggs tract, Tar River","Riparian","Establishment","Easements","49"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C040005268B","Agriculture/Ranch Land","Establishment","Easements","4.339"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C042004401","Agriculture/Ranch Land","Establishment","Easements","2.5"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C058007003","Agriculture/Ranch Land","Establishment","Easements","12.1"
"2008","Region 4","Albemarle-Pamlico Estuary Program","Ocracoke Oyster Sanctuary","Hard Bottom","Establishment","Reef Construction - Artificial Materials",".77"
"2008","Region 4","Albemarle-Pamlico Estuary Program","NC Coastal Land Trust - Ac/ Indian Creek Tracts","Riparian","Establishment","Land Acquisition","1027"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C040006276","Agriculture/Ranch Land","Establishment","Easements","3.323"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C046004117","Agriculture/Ranch Land","-","Planting","35.47"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Johnston-CP22","Agriculture/Ranch Land","Establishment","Easements","33.9"
"2007","Region 4","Albemarle-Pamlico Estuary Program","WRP 66-4532-5-002","Agriculture/Ranch Land","-","Land Acquisition","641"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C042000155B","Riparian","Establishment","Easements","40"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Gates-CP33","Agriculture/Ranch Land","Establishment","Easements","41.5"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C021003012D","Agriculture/Ranch Land","Establishment","Planting","1.9"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C033004001","Riparian","Establishment","Planting","12.4"
"2007","Region 4","Albemarle-Pamlico Estuary Program","North Landing River Natural Area Preserve","Tidal Wetland","Reestablishment","Invasives Control/Removal - Vegetation","8"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C040005234","Riparian","Establishment","Planting","23.8"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Upper Shocco Creek 2","Other","-","Land Acquisition","776.14"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Vance-CP1","Agriculture/Ranch Land","Establishment","Planting","24"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Marsuda Corp.","Riparian","-","Land Acquisition","31.29"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C040005264","Agriculture/Ranch Land","Establishment","Planting","20.16"
"2007","Region 4","Albemarle-Pamlico Estuary Program","White Oak-2004B-031","Riparian","-","Land Acquisition","107"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C033003103","Agriculture/Ranch Land","Establishment","Planting","65.94"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Craven-CP33","Agriculture/Ranch Land","Establishment","Easements","51.7"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C094006016","Agriculture/Ranch Land","Establishment","Planting","9.19"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C046001014","Agriculture/Ranch Land","Establishment","Planting","5.78"
"2008","Region 4","Albemarle-Pamlico Estuary Program","Chowan County - Stormwater Wetland/ Chowan River & Albemarle Sound","Other","Establishment","Stormwater/Runoff Controls","23"
"2008","Region 4","Albemarle-Pamlico Estuary Program","NC Coastal Land Trust - Acq/ Hughes Tract, Upper Broad Creek","Riparian","Establishment","Easements","130"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C007006939","Agriculture/Ranch Land","Establishment","Easements","8"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C058007011","Agriculture/Ranch Land","Establishment","Easements","56.9"
"2008","Region 4","Albemarle-Pamlico Estuary Program","Neuse River Oyster Sanctuary","Hard Bottom","Establishment","Reef Construction - Artificial Materials","1.66"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C039001001","Agriculture/Ranch Land","Establishment","Easements","68.221"
"2008","Region 4","Albemarle-Pamlico Estuary Program","Tar River Land Conservancy - Donated/Mini/ Knoop-Pfister Tract, Aycock Creek","Riparian","Establishment","Easements","67"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C052006001P","Agriculture/Ranch Land","Establishment","Easements","3.72"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C007007956","Agriculture/Ranch Land","Establishment","Easements","16.62"
"2008","Region 4","Albemarle-Pamlico Estuary Program","Eno River Association - Acq/ Confluence Property Tract, Eno River","Riparian","Establishment","Land Acquisition","110"
"2008","Region 4","Albemarle-Pamlico Estuary Program","C185000024A","Agriculture/Ranch Land","Establishment","Easements","7.691"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C033007002","Agriculture/Ranch Land","Establishment","Planting","19.1"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Jones-CP22","Agriculture/Ranch Land","Establishment","Easements","16.4"
"2007","Region 4","Albemarle-Pamlico Estuary Program","White Oak-2005B-025","Riparian","-","Land Acquisition","17"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Lower Meherrin","Other","-","Land Acquisition","3310"
"2007","Region 4","Albemarle-Pamlico Estuary Program","Fishing Creek - White Oak N","Other","-","Land Acquisition","2004.82"
"2007","Region 4","Albemarle-Pamlico Estuary Program","C054006276","Agriculture/Ranch Land","Establishment","Planting","34.1"
"2007","Region 4","Albemarle-Pamlico Estuary Program","False Cape State Park / Natural Area Preserve","Tidal Wetland","Enhancement","Prescribed Burn","65"
